target_name,lambda,method,dt,n,t,energy,energy_gap,mean_error_to_star,cov_error_to_star,ode_mean_error,ode_cov_error,min_eig_C,max_eig_C,is_spd,energy_increase,wall_time_cumulative
gaussian_posterior,0.01,riemannian,0.001,1961,1.961,2.7360090497904612,4.038594142784508,9.246963327570041,87.33346841304646,0.0011264201541071643,5.054622715993675e-05,0.8767168262265106,12.666618602554681,1,0,0.11060622300000444
gaussian_posterior,0.01,riemannian,0.001,1998,1.998,2.5264196244342556,3.8290047174283015,9.185345582763079,86.91845034632482,0.0011330232426306729,5.2342806528527085e-05,0.8806622403384093,13.08163157821212,1,0,0.11274326500000287
gaussian_posterior,0.01,riemannian,0.001,2035,2.035,2.3281883841897297,3.6307734771837756,9.123611122584007,86.49193723247089,0.0011387812807776294,5.418337137549793e-05,0.8844980318436471,13.508139888651737,1,0,0.11668451200000218
gaussian_posterior,0.01,riemannian,0.001,2072,2.072,2.140723831753137,3.443308924747183,9.061691144585382,86.05374893835835,0.0011437224890887125,5.6067517946834636e-05,0.888226187240201,13.946323652264615,1,0,0.11883451200000161
gaussian_posterior,0.01,riemannian,0.001,2109,2.109,1.9634591278186542,3.2660442208127,8.999519131636621,85.6037117563523,0.0011478753041587037,5.79947740052925e-05,0.8918487264469294,14.396356562546481,1,0,0.12097421600000269
gaussian_posterior,0.01,riemannian,0.001,2146,2.146,1.7958517155300564,3.0984368085241023,8.93703095113475,85.14165911850222,0.0011512680752360463,5.9964568656695765e-05,0.8953676971739085,14.858405173896124,1,0,0.12311417400000435
gaussian_posterior,0.01,riemannian,0.001,2183,2.183,1.6373828824955419,2.939967975489588,8.874164946446484,84.66743233326366,0.0011539286902514834,6.1976271249585e-05,0.8987851695715081,15.33262816488347,1,0,0.12525451100000495
gaussian_posterior,0.01,riemannian,0.001,2220,2.22,1.4875572685668201,2.790142361560866,8.810862021291674,84.18088134306382,0.00115588435367708,6.402912758182914e-05,0.9021032311586055,15.819175580672521,1,0,0.12739013500000596
gaussian_posterior,0.01,riemannian,0.001,2257,2.257,1.3459023270854489,2.648487420079495,8.747065717732053,83.68186550075609,0.0011571611595552686,6.612243061512686e-05,0.9053239820288442,16.318188056554046,1,0,0.12953172100000643
gaussian_posterior,0.01,riemannian,0.001,2294,2.294,1.2119677467932817,2.514552839787328,8.682722288375928,83.1702543627295,0.0011577840205806555,6.82553446237723e-05,0.9084495303325759,16.82979602482251,1,0,0.1316918410000052
gaussian_posterior,0.01,riemannian,0.001,2331,2.331,1.0853248410961385,2.3879099340901844,8.61778076334848,82.64592849615097,0.0011577764049127055,7.04269176117651e-05,0.9114819880308863,17.354118907519318,1,0,0.13401583600000277
gaussian_posterior,0.01,riemannian,0.001,2368,2.368,0.9655659108655712,2.268151003859617,8.552193012512133,82.1087802975243,0.001157160130662195,7.263605769509622e-05,0.9144234669170924,17.891264297858655,1,0,0.13633854100000287
gaussian_posterior,0.01,riemannian,0.001,2405,2.4050000000000002,0.852303586467466,2.1548886794615116,8.485913803351407,81.55871481945195,0.0011559551115557427,7.488163252359484e-05,0.917276074900158,18.441327133450077,1,0,0.1386700810000039
gaussian_posterior,0.01,riemannian,0.001,2442,2.442,0.7451701542222007,2.0477552472162466,8.41890085486474,80.99565060218653,0.0011541791992627144,7.716247371095057e-05,0.9200419125437187,19.004388864730885,1,0,0.1410055800000043
gaussian_posterior,0.01,riemannian,0.001,2479,2.479,0.643816872032346,1.946401965026392,8.35111488773153,80.4195205062621,0.0011518481300766667,7.947724466996942e-05,0.9227230698536685,19.58051662231859,1,0,0.1433362490000043
gaussian_posterior,0.01,riemannian,0.001,2516,2.516,0.5479132784631082,1.8504983714571541,8.282519670948815,79.8302725422027,0.001148975385051006,8.18244853306087e-05,0.9253216233067445,20.16976238728574,1,0,0.1456697060000054
gaussian_posterior,0.01,riemannian,0.001,2553,2.553,0.45714649913002137,1.7597315921240673,8.213082065058032,79.22787069302271,0.0011455721571932218,8.420254068370205e-05,0.9278396331120435,20.772162168643163,1,0,0.1480068370000036
gaussian_posterior,0.01,riemannian,0.001,2590,2.59,0.3712205538393365,1.6738056468333824,8.142772062010499,78.61229572496259,0.0011416471677521212,8.660978038112361e-05,0.9302791406970309,21.38773519258747,1,0,0.15033671200000454
gaussian_posterior,0.01,riemannian,0.001,2627,2.6270000000000002,0.28985566754036785,1.5924407605344137,8.071562821650742,77.98354598164973,0.0011372067361706795,8.90444552355374e-05,0.9326421664093317,22.016483108323918,1,0,0.15267504600000503
gaussian_posterior,0.01,riemannian,0.001,2664,2.664,0.21278758778640672,1.5153726807804526,7.999430704730369,77.34163815663996,0.0011322548484989585,9.150462211236077e-05,0.9349307074253541,22.658389215508386,1,0,0.15622363100000491
gaussian_posterior,0.01,riemannian,0.001,2701,2.701,0.1397669110621731,1.442352004056219,7.926355302303233,76.68660803908911,0.0011267931560105682,9.398822604638922e-05,0.937146735856687,23.313417718559958,1,0,0.1605153770000043
gaussian_posterior,0.01,riemannian,0.001,2738,2.738,0.07055842002120483,1.3731435130152507,7.852319461295301,76.01851122712401,0.0011208211541870558,9.649297744048269e-05,0.9392921970451106,23.981513013273943,1,0,0.1656494150000034
gaussian_posterior,0.01,riemannian,0.001,2775,2.775,0.004940433385904663,1.3075255263799506,7.77730930599071,75.33742380334054,0.001114336013950779,9.901672407823073e-05,0.9413690080370647,24.662599011308323,1,0,0.16947450000000508
gaussian_posterior,0.01,riemannian,0.001,2812,2.8120000000000003,-0.05729583000425653,1.2452892629897894,7.701314255129738,74.64344296675064,0.0011073330740981992,0.00010155699579699985,0.9433790562284537,25.35657850822163,1,0,0.17328829000000567
gaussian_posterior,0.01,riemannian,0.001,2849,2.849,-0.11634687175513236,1.1862382212389135,7.624327034275169,73.93668761544009,0.001099805897519388,0.00010411118323898858,0.945324198170746,26.06333260080038,1,0,0.1771998310000069
gaussian_posterior,0.01,riemannian,0.001,2886,2.886,-0.1723975180718913,1.1301875749221546,7.546343683071406,73.21729887418442,0.0010917463808671828,0.00010667664824207796,0.9472062585294461,26.782720159428827,1,0,0.1809264550000078
gaussian_posterior,0.01,riemannian,0.001,2923,2.923,-0.2256215066865075,1.0769635863075384,7.467363556995993,72.48544056130854,0.0010831450953507967,0.00010925060158174332,0.9490270291861952,27.51457736121531,1,0,0.18354270500000913
gaussian_posterior,0.01,riemannian,0.001,2960,2.96,-0.2761820559214292,1.0264030370726167,7.387389323186299,71.7412995891696,0.001073991540416021,0.0001118301207227009,0.9507882684759252,28.25871728949595,1,0,0.18656116500000852
gaussian_posterior,0.01,riemannian,0.001,2997,2.997,-0.3242324154136347,0.9783526775804112,7.306426949915349,70.9850862927926,0.0010642744712312823,0.000114412119022564,0.9524917005507236,29.01492960518603,1,0,0.18901395700000734
gaussian_posterior,0.01,riemannian,0.001,3034,3.0340000000000003,-0.3699163981668727,0.9326686948271732,7.224485689290296,70.21703468140072,0.0010539820560372224,0.00011699349098122353,0.9541390148622968,29.782980295237007,1,0,0.19144354200000757
gaussian_posterior,0.01,riemannian,0.001,3071,3.071,-0.4133688937265865,0.8892161992674594,7.141578052754794,69.43740260785692,0.0010431023238901649,0.00011957099645568813,0.9557318657551713,30.562611503182904,1,0,0.1937773290000071
gaussian_posterior,0.01,riemannian,0.001,3108,3.108,-0.45471636238314184,0.8478687306109041,7.057719778992823,68.64647185136954,0.0010316234946628438,0.000122141280327624,0.9572718721630601,31.35354144642302,1,0,0.19620003600000757
gaussian_posterior,0.01,riemannian,0.001,3145,3.145,-0.49407731040560066,0.8085077825884452,6.972929793856045,67.84454810921791,0.0010195343667929826,0.0001247008544274755,0.9587606174010684,32.155464424485096,1,0,0.19851828800000648
gaussian_posterior,0.01,riemannian,0.001,3182,3.182,-0.5315627463917547,0.7710223466022912,6.887230161969479,67.03196089371659,0.0010068245223424643,0.00012724622980604577,0.9601996490467395,32.9680509220505,1,0,0.20084337200000624
gaussian_posterior,0.01,riemannian,0.001,3219,3.219,-0.5672766188915175,0.7353084741025284,6.800646029710792,66.20906333116311,0.0009934848298585048,0.00012977381347755468,0.9615904789032096,33.79094780999613,1,0,0.20327616200000875
gaussian_posterior,0.01,riemannian,0.001,3256,3.2560000000000002,-0.601316235521306,0.7012688574727399,6.713205559306557,65.37623186009871,0.000979507804763881,0.0001322799299227593,0.962934583038046,34.62377864712392,1,0,0.20563328800000757
gaussian_posterior,0.01,riemannian,0.001,3293,3.293,-0.6337726638378303,0.6688124291562156,6.624939853843861,64.53386582684935,0.0009648880067651541,0.00013476081564603226,0.9642334018916284,35.46614408461049,1,0,0.208044915000007
gaussian_posterior,0.01,riemannian,0.001,3330,3.33,-0.6647311142817987,0.6378539787122472,6.535882873057038,63.68238697700509,0.0009496222669157109,0.0001372127326292608,0.9654883404492621,36.31762237451885,1,0,0.21073424900000726
gaussian_posterior,0.01,riemannian,0.001,3367,3.367,-0.6942713055365415,0.6083137874575044,6.4460713398164735,62.82223884222808,0.0009337101904493023,0.00013963188275679676,0.9667007684714595,37.1777699829819,1,0,0.2139748330000053
gaussian_posterior,0.01,riemannian,0.001,3404,3.404,-0.7224678126743518,0.5801172803196941,6.355544637318458,61.95388602255162,0.0009171545093547547,0.00014201443071772273,0.9678720207771536,38.0461223078953,1,0,0.21638096000000262
gaussian_posterior,0.01,riemannian,0.001,3441,3.4410000000000003,-0.7493903984854144,0.5531946945086315,6.264344697051227,61.07781336513419,0.000899961452857484,0.00014435650960266426,0.9690033975748737,38.92219450015577,1,0,0.2187123730000029
gaussian_posterior,0.01,riemannian,0.001,3478,3.478,-0.7751043284013686,0.5274807645926773,6.172515877691431,60.19452504125342,0.0008821409901786904,0.00014665431115093753,0.9700961648371957,39.80548238665977,1,0,0.22103407900000205
gaussian_posterior,0.01,riemannian,0.001,3515,3.515,-0.7996706694386106,0.5029144235554353,6.080104835166632,59.304543524161986,0.0008637072955672211,0.00014890402152730877,0.9711515547140436,40.69546349244075,1,0,0.22346583300000233
gaussian_posterior,0.01,riemannian,0.001,3552,3.552,-0.8231465735960997,0.47943851939794624,5.987160384201576,58.40840847126325,0.0008446790819255404,0.00015110184467711,0.9721707659807103,41.5915981584869,1,0,0.2258012110000016
gaussian_posterior,0.01,riemannian,0.001,3589,3.589,-0.8455855461493575,0.45699954684468835,5.893733351748107,57.5066755148935,0.0008250799430369881,0.00015324401614038124,0.9731549645166657,42.49333075095271,1,0,0.22823021100000007
gaussian_posterior,0.01,riemannian,0.001,3626,3.626,-0.867037699287037,0.4355473937070089,5.799876422779341,56.5999149668104,0.0008049386407031383,0.00015532686743973258,0.9741052838115356,43.40009095666459,1,0,0.23248808299999846
gaussian_posterior,0.01,riemannian,0.001,3663,3.6630000000000003,-0.8875499915394925,0.41503510145455336,5.7056439790071325,55.68871044226702,0.000784289535830796,0.00015734678499498137,0.9750228254948071,44.31129515904133,1,0,0.23510499999999857
gaussian_posterior,0.01,riemannian,0.001,3700,3.7,-0.9071664534505158,0.39541863954353007,5.611091931156523,54.773657410294255,0.0007631729403268687,0.00015930023260182232,0.9759086598860948,45.22634788780636,1,0,0.23774999999999835
gaussian_posterior,0.01,riemannian,0.001,3737,3.737,-0.9259283999442479,0.376656693049798,5.516277545501008,53.85536167750624,0.0007416354865715804,0.00016118376966763954,0.9767638265629807,46.144643335177406,1,0,0.24038687399999903
gaussian_posterior,0.01,riemannian,0.001,3774,3.774,-0.9438746298394869,0.358710463154559,5.421259265426778,52.934437813376356,0.0007197305375130174,0.0001629940891558616,0.9775893349436833,47.06556693058572,1,0,0.24299182899999838
gaussian_posterior,0.01,riemannian,0.001,3811,3.811,-0.9610416129633973,0.3415434800306486,5.326096528851716,52.011507525494615,0.0006975186509806313,0.0001647279993202151,0.9783861648819802,47.988496965414335,1,0,0.24561353799999885
gaussian_posterior,0.01,riemannian,0.001,3848,3.848,-0.9774636653161883,0.32512142767785757,5.230849582375004,51.08719799380523,0.00067506804786846,0.00016638244371659674,0.9791552672720222,48.91280625875625,1,0,0.24831891699999753
gaussian_posterior,0.01,riemannian,0.001,3885,3.8850000000000002,-0.9931731127377226,0.3094119802563233,5.135579293074838,50.16214017322474,0.0006524551235377654,0.00016795451975045077,0.9798975646608458,49.83786385479242,1,0,0.25106529199999583
gaussian_posterior,0.01,riemannian,0.001,3922,3.922,-1.008200443526337,0.2943846494677089,5.0403469589044585,49.23696707435418,0.0006297650914435461,0.00016944149159184177,0.9806139518665472,50.76303674207582,1,0,0.2536997139999966
gaussian_posterior,0.01,riemannian,0.001,3959,3.959,-1.0225744504593897,0.28001064253465624,4.945214118659865,48.312312032217044,0.0006070925758066296,0.00017084079244533113,0.9813052966002889,51.687691584790024,1,0,0.25633208699999654
gaussian_posterior,0.01,riemannian,0.001,3996,3.996,-1.0363223626641913,0.2662627303298546,4.850242362505806,47.388806973072455,0.0005845422722518838,0.00017215004057877202,0.9819724400904006,52.61119645593271,1,0,0.2589657519999955
gaussian_posterior,0.01,riemannian,0.001,4033,4.033,-1.049469967786925,0.2531151252071209,4.755493144049817,46.46708068937495,0.0005622296247720887,0.00017336705431651738,0.9826161977070352,53.53292256235281,1,0,0.2615913799999956
gaussian_posterior,0.01,riemannian,0.001,4070,4.07,-1.062041724905896,0.2405433680881499,4.661027594947128,45.54775713286918,0.0005402815938586124,0.00017448984312014328,0.9832373595859382,54.45224595165288,1,0,0.26419084099999424
gaussian_posterior,0.01,riemannian,0.001,4107,4.107,-1.074060868633807,0.228524224360239,4.566906343002144,44.63145373562944,0.0005188371114440666,0.00017551662661235808,0.9838366912500399,55.36854919114682,1,0,0.2668033809999968
gaussian_posterior,0.01,riemannian,0.001,4144,4.144,-1.085549504851663,0.21703558814238288,4.473189334705471,43.71877976857668,0.0004980473903560741,0.00017644584541077373,0.9844149342276916,56.281223009340316,1,0,0.26939979799999536
gaussian_posterior,0.01,riemannian,0.001,4181,4.181,-1.0965286985142293,0.2060563944798166,4.37993566310914,42.81033474663852,0.00047807582359112483,0.00017727616955272326,0.9849728066664822,57.189667890768405,1,0,0.27200338399999735
gaussian_posterior,0.01,riemannian,0.001,4218,4.218,-1.1070185539635782,0.19556653903046772,4.287203401897739,41.906706889260434,0.0004590973281043695,0.00017800647229237202,0.985511003941659,58.093295615481985,1,0,0.27461788099999795
gaussian_posterior,0.01,riemannian,0.001,4255,4.255,-1.1170382881830832,0.18554680481096275,4.195049446459889,41.00847164444414,0.0004412964315759838,0.00017863586116760314,0.9860301992583171,58.99153073500735,1,0,0.2772248839999967
gaussian_posterior,0.01,riemannian,0.001,4292,4.292,-1.1266062974190993,0.17597879557494656,4.103529362703929,40.11619028387951,0.00042486410318515736,0.0001791636830248244,0.9865310442465678,59.88381197721225,1,0,0.2798384279999988
gaussian_posterior,0.01,riemannian,0.001,4329,4.329,-1.1357402175914721,0.16684487540257376,4.01269724429469,39.23040857606747,0.0004099928309955094,0.00017958952409182023,0.987014169549005,60.769593573181076,1,0,0.282432592999998
gaussian_posterior,0.01,riemannian,0.001,4366,4.366,-1.1444569789068506,0.1581281140871953,3.9226055789155665,38.35165554360593,0.0003968697223868608,0.00017991317179651185,0.9874801853998694,61.64834649992726,1,0,0.2850331309999965
gaussian_posterior,0.01,riemannian,0.001,4403,4.4030000000000005,-1.1527728550804976,0.14981223791354825,3.8333051240830818,37.48044231004407,0.0003856673463374919,0.0001801346529457394,0.9879296821953871,62.51955963353726,1,0,0.28762583899999683
gaussian_posterior,0.01,riemannian,0.001,4440,4.44,-1.160703507562879,0.1418815854311668,3.744844792960663,36.61726104090803,0.00037653311150648327,0.0001802542330316932,0.9883632310547996,63.38274080814336,1,0,0.29022167299999824
