K,time,radius,radius_ratio,certified_mean_gap_ratio
16,0.0488,6001210.570321982,0.9914252103235833,0.9829239476651614
16,0.049600000000000005,6000363.400396044,0.9912852542910195,0.9826464553748113
16,0.0504,5999516.350062122,0.9911453180155592,0.9823690414241639
16,0.0512,5998669.419303332,0.9910054014944135,0.9820917057911037
16,0.052000000000000005,5997822.6081028,0.9908655047247945,0.9818144484535217
16,0.0528,5996975.916443648,0.9907256277039137,0.9815372693893138
16,0.0536,5996129.344309,0.9905857704289837,0.9812601685763831
16,0.054400000000000004,5995282.891681986,0.9904459328972168,0.9809831459926381
16,0.055200000000000006,5994436.558545732,0.9903061151058259,0.9807062016159933
16,0.056,5993590.344883371,0.9901663170520243,0.9804293354243699
16,0.0568,5992744.2506780345,0.9900265387330252,0.9801525473956941
16,0.057600000000000005,5991898.275912858,0.9898867801460424,0.9798758375078992
16,0.0584,5991052.420570981,0.9897470412882908,0.9795992057389257
16,0.0592,5990206.684635545,0.9896073221569852,0.9793226520667191
16,0.060000000000000005,5989361.068089694,0.9894676227493407,0.9790461764692316
16,0.0608,5988515.570916575,0.9893279430625734,0.9787697789244225
16,0.0616,5987670.19309934,0.9891882830938998,0.9784934594102573
16,0.062400000000000004,5986824.934621139,0.9890486428405362,0.9782172179047065
16,0.0632,5985979.795465128,0.9889090222996998,0.9779410543857482
16,0.064,5985134.77561446,0.9887694214686077,0.9776649688313651
16,0.0648,5984289.875052291,0.9886298403444769,0.9773889612195459
16,0.0656,5983445.093761779,0.9884902789245252,0.9771130315282857
16,0.0664,5982600.431726092,0.9883507372059718,0.9768371797355879
16,0.06720000000000001,5981755.888928389,0.9882112151860346,0.9765614058194592
16,0.068,5980911.46535184,0.9880717128619331,0.9762857097579143
16,0.0688,5980067.1609796155,0.987932230230887,0.9760100915289744
16,0.06960000000000001,5979222.975794887,0.9877927672901163,0.9757345511106659
16,0.0704,5978378.909780833,0.9876533240368419,0.975459088481023
16,0.0712,5977534.962920631,0.9875139004682848,0.9751837036180855
16,0.07200000000000001,5976691.135197462,0.987374496581666,0.9749083964998984
16,0.0728,5975847.426594505,0.9872351123742071,0.9746331671045134
16,0.0736,5975003.837094945,0.98709574784313,0.9743580154099881
16,0.07440000000000001,5974160.366681965,0.9869564029856565,0.9740829413943854
16,0.0752,5973317.015338753,0.9868170777990091,0.9738079450357755
16,0.076,5972473.783048504,0.9866777722804115,0.9735330263122356
16,0.07680000000000001,5971630.669794408,0.9865384864270867,0.9732581852018473
16,0.0776,5970787.675559661,0.9863992202362588,0.9729834216826995
16,0.0784,5969944.800327465,0.9862599737051523,0.9727087357328876
16,0.0792,5969102.04408102,0.9861207468309922,0.9724341273305137
16,0.08,5968259.406803532,0.9859815396110035,0.972159596453685
16,0.08080000000000001,5967416.8884782065,0.9858423520424123,0.9718851430805157
16,0.0816,5966574.489088252,0.9857031841224443,0.9716107671891253
16,0.0824,5965732.208616876,0.9855640358483252,0.9713364687576388
16,0.08320000000000001,5964890.047047291,0.9854249072172818,0.9710622477641885
16,0.084,5964048.004362709,0.9852857982265405,0.9707881041869111
16,0.0848,5963206.08054635,0.9851467088733294,0.9705140380039525
16,0.08560000000000001,5962364.275581432,0.9850076391548758,0.970240049193462
16,0.0864,5961522.589451176,0.9848685890684079,0.9699661377335965
16,0.0872,5960681.022138811,0.9847295586111549,0.9696923036025199
16,0.08800000000000001,5959839.573627561,0.9845905477803456,0.969418546778401
16,0.0888,5958998.24390066,0.9844515565732099,0.969144867239416
16,0.0896,5958157.032941341,0.984312584986978,0.9688712649637469
16,0.09040000000000001,5957315.940732836,0.9841736330188796,0.9685977399295803
16,0.0912,5956474.967258379,0.9840347006661452,0.96832429211511
16,0.092,5955634.112501208,0.9838957879260053,0.9680509214985348
16,0.09280000000000001,5954793.376444563,0.9837568947956913,0.9677776280580608
16,0.0936,5953952.759071687,0.9836180212724347,0.9675044117718998
16,0.0944,5953112.260365827,0.9834791673534679,0.9672312726182705
16,0.0952,5952271.880310231,0.9833403330360234,0.9669582105753974
16,0.096,5951431.618888149,0.9832015183173342,0.9666852256215112
16,0.09680000000000001,5950591.476082837,0.9830627231946338,0.9664123177348493
16,0.0976,5949751.45187755,0.9829239476651562,0.9661394868936548
16,0.0984,5948911.5462555485,0.9827851917261357,0.9658667330761772
16,0.09920000000000001,5948071.7592000915,0.9826464553748067,0.9655940562606719
16,0.1,5947232.09069444,0.9825077386084038,0.9653214564253995
16,0.1008,5946392.540721855,0.9823690414241618,0.9650489335486265
16,0.10160000000000001,5945553.109265606,0.9822303638193166,0.9647764876086271
16,0.1024,5944713.79630896,0.9820917057911038,0.96450411858368
16,0.1032,5943874.601835188,0.98195306733676,0.9642318264520716
16,0.10400000000000001,5943035.525827568,0.9818144484535223,0.9639596111920942
16,0.1048,5942196.568269374,0.9816758491386276,0.9636874727820456
16,0.1056,5941357.729143886,0.9815372693893138,0.9634154112002304
16,0.10640000000000001,5940519.008434389,0.9813987092028195,0.9631434264249602
16,0.1072,5939680.406124166,0.9812601685763829,0.9628715184345513
16,0.108,5938841.922196505,0.981121647507243,0.9625996872073267
16,0.10880000000000001,5938003.556634689,0.9809831459926383,0.9623279327216138
16,0.1096,5937165.3094220115,0.9808446640298086,0.9620562549557482
16,0.11040000000000001,5936327.180541761,0.9807062016159934,0.9617846538880696
16,0.11120000000000001,5935489.169977235,0.980567758748433,0.9615131294969252
16,0.112,5934651.2777117295,0.9804293354243682,0.9612416817606683
16,0.11280000000000001,5933813.503728546,0.9802909316410401,0.9609703106576584
16,0.1136,5932975.848010987,0.9801525473956901,0.9606990161662606
16,0.1144,5932138.310542358,0.9800141826855606,0.9604277982648474
16,0.11520000000000001,5931300.891305969,0.979875837507894,0.9601566569317966
16,0.116,5930463.590285129,0.9797375118599329,0.9598855921454921
16,0.1168,5929626.407463152,0.9795992057389208,0.9596146038843244
16,0.11760000000000001,5928789.342823351,0.979460919142101,0.9593436921266892
16,0.1184,5927952.396349038,0.9793226520667164,0.9590728568509869
16,0.1192,5927115.5680235345,0.9791844045100118,0.9588020980356263
16,0.12000000000000001,5926278.857830159,0.9790461764692313,0.9585314156590212
16,0.1208,5925442.265752235,0.9789079679416198,0.9582608096995914
16,0.1216,5924605.791773091,0.9787697789244231,0.957990280135764
16,0.12240000000000001,5923769.435876054,0.9786316094148867,0.9577198269459714
16,0.1232,5922933.198044456,0.9784934594102572,0.9574494501086527
16,0.124,5922097.078261631,0.9783553289077812,0.9571791496022527
16,0.12480000000000001,5921261.076510918,0.9782172179047063,0.9569089254052237
16,0.12560000000000002,5920425.192775654,0.9780791263982794,0.9566387774960214
16,0.1264,5919589.427039177,0.9779410543857483,0.9563687058531091
16,0.1272,5918753.779284828,0.9778030018643605,0.9560987104549546
16,0.128,5917918.249495952,0.9776649688313648,0.9558287912800335
16,0.1288,5917082.837655894,0.9775269552840095,0.9555589483068259
16,0.1296,5916247.543748006,0.9773889612195442,0.9552891815138197
16,0.13040000000000002,5915412.367755638,0.9772509866352187,0.9550194908795084
16,0.1312,5914577.309662144,0.9771130315282824,0.9547498763823903
16,0.132,5913742.369450883,0.9769750958959869,0.9544803380009728
16,0.1328,5912907.547105215,0.9768371797355824,0.9542108757137665
16,0.1336,5912072.842608504,0.9766992830443212,0.953941489499291
16,0.13440000000000002,5911238.255944111,0.9765614058194542,0.9536721793360686
16,0.13520000000000001,5910403.787095405,0.9764235480582337,0.9534029452026299
16,0.136,5909569.43604575,0.9762857097579116,0.9531337870775093
16,0.1368,5908735.202778515,0.9761478909157405,0.9528647049392485
16,0.1376,5907901.087277075,0.9760100915289736,0.9525956987663954
16,0.1384,5907067.089524803,0.9758723115948641,0.9523267685375035
16,0.13920000000000002,5906233.209505077,0.9757345511106662,0.9520579142311333
16,0.14,5905399.447201279,0.9755968100736343,0.9517891358258509
16,0.1408,5904565.802596792,0.9754590884810233,0.9515204333002287
16,0.1416,5903732.275675001,0.9753213863300882,0.9512518066328453
16,0.1424,5902898.866419295,0.9751837036180852,0.9509832558022854
16,0.1432,5902065.574813065,0.9750460403422699,0.9507147807871394
16,0.14400000000000002,5901232.400839701,0.9749083964998987,0.9504463815660037
16,0.1448,5900399.344482596,0.9747707720882276,0.9501780581174794
16,0.1456,5899566.405725144,0.9746331671045136,0.9499098104201749
16,0.1464,5898733.584550745,0.9744955815460141,0.9496416384527042
16,0.1472,5897900.880942798,0.9743580154099868,0.9493735421936881
16,0.14800000000000002,5897068.29488471,0.9742204686936901,0.9491055216217531
16,0.14880000000000002,5896235.826359882,0.9740829413943821,0.9488375767155313
16,0.1496,5895403.4753517285,0.9739454335093226,0.9485697074536623
16,0.1504,5894571.241843658,0.9738079450357706,0.9483019138147905
16,0.1512,5893739.125819085,0.9736704759709864,0.9480341957775673
16,0.152,5892907.127261428,0.9735330263122304,0.9477665533206499
16,0.15280000000000002,5892075.246154102,0.9733955960567625,0.9474989864227
16,0.15360000000000001,5891243.482480526,0.973258185201844,0.9472314950623869
16,0.1544,5890411.836224119,0.9731207937447353,0.9469640792183835
16,0.1552,5889580.307368307,0.9729834216826982,0.9466967388693714
16,0.156,5888748.895896517,0.972846069012995,0.946429473994037
16,0.1568,5887917.601792175,0.9727087357328875,0.9461622845710724
16,0.15760000000000002,5887086.425038718,0.9725714218396394,0.9458951705791778
16,0.1584,5886255.365619577,0.9724341273305135,0.9456281319970573
16,0.1592,5885424.423518191,0.972296852202774,0.9453611688034228
16,0.16,5884593.598717999,0.9721595964536845,0.9450942809769908
16,0.1608,5883762.891202445,0.9720223600805105,0.9448274684964856
16,0.16160000000000002,5882932.30095497,0.9718851430805158,0.9445607313406346
16,0.16240000000000002,5882101.827959019,0.9717479454509658,0.9442940694881732
16,0.1632,5881271.472198037,0.9716107671891255,0.9440274829178411
16,0.164,5880441.233655476,0.9714736082922608,0.943760971608385
16,0.1648,5879611.112314787,0.9713364687576381,0.9434945355385581
16,0.1656,5878781.108159423,0.9711993485825237,0.9432281746871183
16,0.16640000000000002,5877951.221172846,0.9710622477641854,0.9429618890328322
16,0.16720000000000002,5877121.451338513,0.9709251662998901,0.9426956785544692
16,0.168,5876291.798639889,0.9707881041869063,0.9424295432308076
16,0.1688,5875462.263060438,0.9706510614225023,0.9421634830406305
16,0.1696,5874632.844583631,0.9705140380039471,0.9418974979627268
16,0.1704,5873803.543192933,0.9703770339285094,0.9416315879758914
16,0.17120000000000002,5872974.358871816,0.9702400491934584,0.9413657530589246
16,0.17200000000000001,5872145.2916037515,0.9701030837960638,0.9410999931906328
16,0.1728,5871316.341372214,0.9699661377335953,0.940834308349828
16,0.1736,5870487.508160683,0.9698292110033238,0.9405686985153294
16,0.1744,5869658.791952638,0.9696923036025198,0.9403031636659615
16,0.1752,5868830.192731563,0.9695554155284551,0.9400377037805553
16,0.17600000000000002,5868001.710480943,0.9694185467784012,0.9397723188379473
16,0.1768,5867173.345184268,0.9692816973496307,0.939507008816981
16,0.1776,5866345.096825029,0.9691448672394158,0.939241773696505
16,0.1784,5865516.96538672,0.9690080564450303,0.938976613455375
16,0.1792,5864688.950852836,0.968871264963747,0.9387115280724512
16,0.18000000000000002,5863861.0532068685,0.968734492792839,0.9384465175265989
16,0.18080000000000002,5863033.272432321,0.9685977399295805,0.9381815817966913
16,0.1816,5862205.608512689,0.9684610063712455,0.9379167208616057
16,0.1824,5861378.06143148,0.968324292115109,0.9376519347002269
16,0.1832,5860550.631172198,0.9681875971584458,0.937387223291445
16,0.184,5859723.317718353,0.9680509214985318,0.9371225866141566
16,0.18480000000000002,5858896.121053457,0.967914265132643,0.9368580246472643
16,0.18560000000000001,5858069.041161024,0.9677776280580559,0.9365935373696768
16,0.1864,5857242.078024569,0.9676410102720472,0.9363291247603082
16,0.1872,5856415.231627614,0.9675044117718945,0.9360647867980796
16,0.188,5855588.501953675,0.9673678325548747,0.9358005234619161
16,0.1888,5854761.888986276,0.9672312726182658,0.93553633473075
16,0.18960000000000002,5853935.392708942,0.9670947319593461,0.9352722205835196
16,0.1904,5853109.013105198,0.9669582105753939,0.9350081809991678
16,0.1912,5852282.750158574,0.9668217084636883,0.9347442159566451
16,0.192,5851456.603852605,0.966685225621509,0.9344803254349079
24,0.0,20429262.30232346,1.0,1.0
24,0.0012000000000000001,20426320.700352352,0.9998560103675024,0.9997120414680191
24,0.0024000000000000002,20423379.52194143,0.9997120414680191,0.9994241658561542
24,0.0036000000000000003,20420438.767029706,0.9995680932985647,0.9991363731405281
24,0.0048000000000000004,20417498.4355562,0.9994241658561541,0.9988486632972695
24,0.006,20414558.527459957,0.9992802591378039,0.9985610363025166
24,0.007200000000000001,20411619.042680044,0.9991363731405314,0.9982734921324151
24,0.008400000000000001,20408679.981155477,0.9989925078613513,0.997986030763112
24,0.009600000000000001,20405741.342825297,0.9988486632972798,0.9976986521707627
24,0.0108,20402803.127628542,0.9987048394453328,0.997411356331528
24,0.012,20399865.335504282,0.9985610363025279,0.9971241432215785
24,0.013200000000000002,20396927.966391597,0.9984172538658831,0.9968370128170913
24,0.014400000000000001,20393991.020229585,0.9982734921324171,0.9965499650942511
24,0.015600000000000001,20391054.49695735,0.9981297510991494,0.9962630000292498
24,0.016800000000000002,20388118.396514025,0.9979860307631002,0.9959761175982876
24,0.018000000000000002,20385182.718838748,0.9978423311212907,0.9956893177775716
24,0.019200000000000002,20382247.46387067,0.9976986521707423,0.9954026005433158
24,0.0204,20379312.631548926,0.9975549939084755,0.9951159658717386
24,0.0216,20376378.221812632,0.9974113563315101,0.9948294137390626
24,0.0228,20373444.234600905,0.9972677394368662,0.9945429441215172
24,0.024,20370510.669852898,0.9971241432215651,0.9942565569953402
24,0.025200000000000004,20367577.52750777,0.9969805676826288,0.9939702523367767
24,0.026400000000000003,20364644.8075047,0.9968370128170799,0.9936840301220792
24,0.027600000000000003,20361712.50978287,0.9966934786219418,0.9933978903275071
24,0.028800000000000003,20358780.634281494,0.9965499650942389,0.9931118329293287
24,0.030000000000000002,20355849.180939794,0.996406472230996,0.9928258579038186
24,0.031200000000000002,20352918.149697002,0.9962630000292386,0.9925399652272587
24,0.032400000000000005,20349987.54049237,0.9961195484859934,0.9922541548759393
24,0.033600000000000005,20347057.353265136,0.9959761175982857,0.9919684268261543
24,0.034800000000000005,20344127.587954503,0.9958327073631398,0.9916827810542008
24,0.036000000000000004,20341198.24449969,0.9956893177775805,0.9913972175363838
24,0.037200000000000004,20338269.322839957,0.9955459488386346,0.9911117362490172
24,0.038400000000000004,20335340.82291454,0.9954026005433276,0.9908263371684195
24,0.0396,20332412.744662717,0.9952592728886873,0.9905410202709186
24,0.0408,20329485.088023778,0.995115965871742,0.99025578553285
24,0.042,20326557.85293702,0.9949726794895203,0.9899706329305556
24,0.0432,20323631.03934176,0.9948294137390518,0.9896855624403854
24,0.0444,20320704.64717733,0.9946861686173669,0.9894005740386969
24,0.0456,20317778.676383086,0.9945429441214969,0.9891156677018549
24,0.0468,20314853.126898352,0.9943997402484721,0.9888308434062288
24,0.048,20311927.998662435,0.9942565569953213,0.9885461011281906
24,0.04920000000000001,20309003.291614663,0.9941133943590748,0.9882614408441213
24,0.05040000000000001,20306079.00569436,0.9939702523367625,0.9879768625304073
24,0.05160000000000001,20303155.14084088,0.9938271309254159,0.9876923661634437
24,0.05280000000000001,20300231.696993597,0.9936840301220672,0.9874079517196334
24,0.054000000000000006,20297308.674091887,0.993540949923749,0.9871236191753855
24,0.055200000000000006,20294386.072075147,0.9933978903274949,0.9868393685071176
24,0.056400000000000006,20291463.89088279,0.9932548513303391,0.986555199691254
24,0.057600000000000005,20288542.130454246,0.9931118329293168,0.9862711127042273
24,0.058800000000000005,20285620.790728956,0.9929688351214636,0.9859871075224764
24,0.060000000000000005,20282699.871646352,0.9928258579038148,0.985703184122446
24,0.061200000000000004,20279779.37314584,0.9926829012734043,0.9854193424805834
24,0.062400000000000004,20276859.295166843,0.992539965227267,0.9851355825733443
24,0.0636,20273939.63764878,0.9923970497624373,0.9848519043771894
24,0.06480000000000001,20271020.4005311,0.9922541548759514,0.9845683078685885
24,0.066,20268101.583753265,0.9921112805648461,0.9842847930240187
24,0.06720000000000001,20265183.187254753,0.9919684268261587,0.9840013598199642
24,0.0684,20262265.210975062,0.9918255936569278,0.9837180082329172
24,0.06960000000000001,20259347.65485369,0.9916827810541918,0.9834347382393762
24,0.0708,20256430.518830165,0.9915399890149906,0.9831515498158477
24,0.07200000000000001,20253513.802844025,0.9913972175363647,0.982868442938846
24,0.0732,20250597.5068348,0.991254466615354,0.9825854175848899
24,0.07440000000000001,20247681.630742002,0.9911117362489977,0.9823024737305028
24,0.0756,20244766.174505137,0.9909690264343348,0.9820196113522134
24,0.07680000000000001,20241851.13806372,0.9908263371684045,0.9817368304265568
24,0.07800000000000001,20238936.52135731,0.9906836684482481,0.9814541309300783
24,0.0792,20236022.324325453,0.9905410202709067,0.9811715128393289
24,0.08040000000000001,20233108.546907723,0.9903983926334222,0.9808889761308663
24,0.0816,20230195.18904371,0.9902557855328378,0.9806065207812577
24,0.08280000000000001,20227282.250673007,0.9901131989661965,0.9803241467670751
24,0.084,20224369.731735244,0.9899706329305433,0.9800418540649005
24,0.08520000000000001,20221457.63217005,0.9898280874229229,0.9797596426513215
24,0.0864,20218545.951917063,0.9896855624403809,0.979477512502933
24,0.08760000000000001,20215634.69091587,0.9895430579799598,0.97919546359633
24,0.0888,20212723.849106092,0.9894005740387042,0.9789134959081174
24,0.09000000000000001,20209813.426427342,0.9892581106136583,0.978631609414905
24,0.0912,20206903.422819257,0.9891156677018673,0.9783498040933108
24,0.09240000000000001,20203993.83822149,0.9889732453003773,0.9780680799199604
24,0.0936,20201084.672573704,0.9888308434062347,0.9777864368714855
24,0.09480000000000001,20198175.925815586,0.9886884620164874,0.9775048749245273
24,0.096,20195267.597886834,0.9885461011281835,0.9772233940557329
24,0.09720000000000001,20192359.68872716,0.9884037607383719,0.9769419942417567
24,0.09840000000000002,20189452.198276285,0.9882614408441023,0.976660675459261
24,0.09960000000000001,20186545.126473952,0.9881191414424247,0.9763794376849146
24,0.10080000000000001,20183638.47325986,0.9879768625303877,0.9760982808953886
24,0.10200000000000001,20180732.238573696,0.9878346041050392,0.9758172050673596
24,0.10320000000000001,20177826.422355194,0.9876923661634287,0.9755362101775126
24,0.1044,20174921.02454407,0.9875501487026057,0.9752552962025387
24,0.10560000000000001,20172016.04508008,0.9874079517196211,0.9749744631191377
24,0.1068,20169111.483902983,0.9872657752115264,0.9746937109040161
24,0.10800000000000001,20166207.340952557,0.9871236191753734,0.9744130395338876
24,0.1092,20163303.616168592,0.9869814836082152,0.9741324489854737
24,0.11040000000000001,20160400.309490893,0.9868393685071052,0.9738519392355022
24,0.1116,20157497.42085929,0.9866972738690979,0.9735715102607095
24,0.11280000000000001,20154594.95021361,0.9865551996912483,0.9732911620378387
24,0.114,20151692.897493646,0.9864131459706087,0.9730108945436334
24,0.11520000000000001,20148791.262639206,0.9862711127042333,0.9727307077548465
24,0.11640000000000002,20145890.045590088,0.986129099889175,0.9724506016482344
24,0.11760000000000001,20142989.246286124,0.9859871075224885,0.9721705762005634
24,0.11880000000000002,20140088.86466715,0.9858451356012292,0.971890631388606
24,0.12000000000000001,20137188.900673036,0.9857031841224533,0.9716107671891431
24,0.12120000000000002,20134289.354243636,0.985561253083217,0.9713309835789609
24,0.12240000000000001,20131390.225318845,0.985419342480578,0.9710512805348548
24,0.12360000000000002,20128491.513838567,0.9852774523115949,0.9707716580336272
24,0.12480000000000001,20125593.21974272,0.9851355825733265,0.9704921160520873
24,0.126,20122695.342971224,0.984993733262832,0.9702126545670511
24,0.1272,20119797.883463982,0.9848519043771697,0.9699332735553379
24,0.12840000000000001,20116900.84116089,0.9847100959133974,0.9696539729937723
24,0.12960000000000002,20114004.216001842,0.9845683078685732,0.9693747528591855
24,0.1308,20111108.007926766,0.9844265402397565,0.969095613128417
24,0.132,20108212.216875594,0.984284793024007,0.9688165537783122
24,0.1332,20105316.842788283,0.9841430662183854,0.9685375747857253
24,0.13440000000000002,20102421.885604784,0.9840013598199527,0.9682586761275161
24,0.13560000000000003,20099527.345265098,0.9838596738257719,0.9679798577805543
24,0.1368,20096633.221709203,0.9837180082329049,0.9677011197217136
24,0.138,20093739.514877126,0.983576363038416,0.967422461927878
24,0.13920000000000002,20090846.224708885,0.9834347382393692,0.9671438843759367
24,0.14040000000000002,20087953.351144474,0.9832931338328272,0.9668653870427822
24,0.1416,20085060.894123886,0.9831515498158527,0.9665869699053131
24,0.1428,20082168.853587113,0.9830099861855084,0.9663086329404333
24,0.14400000000000002,20079277.229474176,0.9828684429388583,0.9660303761250558
24,0.14520000000000002,20076386.021725096,0.9827269200729666,0.9657521994360988
24,0.1464,20073495.23027993,0.9825854175848988,0.96547410285049
24,0.1476,20070604.855078727,0.9824439354717207,0.9651960863451625
24,0.14880000000000002,20067714.89606157,0.9823024737304993,0.9649181498970583
24,0.15000000000000002,20064825.35316855,0.982161032358302,0.9646402934831255
24,0.1512,20061936.226339772,0.982019611352197,0.96436251708032
24,0.1524,20059047.51551535,0.9818782107092529,0.964084820665604
24,0.15360000000000001,20056159.220635384,0.9817368304265376,0.9638072042159442
24,0.15480000000000002,20053271.341639966,0.9815954705011187,0.9635296677083126
24,0.15600000000000003,20050383.878469173,0.9814541309300632,0.9632522111196856
24,0.1572,20047496.83106312,0.9813128117104395,0.9629748344270485
24,0.1584,20044610.19936194,0.981171512839317,0.9626975376073941
24,0.15960000000000002,20041723.983305756,0.9810302343137652,0.9624203206377211
24,0.16080000000000003,20038838.182834737,0.9808889761308552,0.9621431834950375
24,0.162,20035952.797889043,0.9807477382876578,0.9618661261563561
24,0.1632,20033067.828408863,0.9806065207812453,0.9615891485986989
24,0.16440000000000002,20030183.274334397,0.9804653236086907,0.9613122507990944
24,0.16560000000000002,20027299.13560586,0.9803241467670674,0.9610354327345786
24,0.1668,20024415.41216345,0.9801829902534481,0.9607586943821912
24,0.168,20021532.10394734,0.9800418540649044,0.9604820357189754
24,0.16920000000000002,20018649.21089772,0.9799007381985085,0.960205456721982
24,0.17040000000000002,20015766.732954796,0.9797596426513336,0.959928957368269
24,0.1716,20012884.67005878,0.9796185674204533,0.9596525376349012
24,0.1728,20010003.02214991,0.979477512502942,0.959376197498951
24,0.17400000000000002,20007121.789168432,0.979336477895875,0.9590999369374976
24,0.17520000000000002,20004240.97105461,0.9791954635963281,0.958823755927628
24,0.17640000000000003,20001360.567748718,0.9790544696013778,0.9585476544464351
24,0.1776,19998480.57919106,0.978913495908102,0.9582716324710215
24,0.17880000000000001,19995601.005321935,0.9787725425135785,0.9579956899784948
24,0.18000000000000002,19992721.84608165,0.9786316094148853,0.9577198269459685
24,0.18120000000000003,19989843.101410475,0.9784906966090983,0.9574440433505584
24,0.1824,19986964.771248683,0.9783498040932944,0.9571683391693876
24,0.1836,19984086.855536584,0.9782089318645517,0.9568927143795872
24,0.18480000000000002,19981209.354214482,0.9780680799199479,0.9566171689582936
24,0.18600000000000003,19978332.2672227,0.9779272482565621,0.9563417028826516
24,0.1872,19975455.594501585,0.9777864368714742,0.9560663161298133
24,0.1884,19972579.335991498,0.9776456457617648,0.9557910086769381
24,0.18960000000000002,19969703.491632808,0.9775048749245152,0.9555157805011921
24,0.19080000000000003,19966828.061365902,0.9773641243568073,0.9552406315797487
24,0.192,19963953.04513118,0.9772233940557237,0.9549655618897882
24,0.1932,19961078.44286905,0.9770826840183473,0.9546905714084976
24,0.19440000000000002,19958204.25451987,0.9769419942417589,0.9544156601130648
24,0.19560000000000002,19955330.48002402,0.9768013247230402,0.9541408279806861
